id,title,url,industry,location,asking_price,asking_price_text,annual_cash_flow,annual_revenue,employees,down_10,sba_monthly_10pct,annual_debt_service_10pct,cf_after_debt_10pct,coc_return_10pct,dscr_10pct,payoff_years_10pct,down_20,sba_monthly_20pct,annual_debt_service_20pct,cf_after_debt_20pct,coc_return_20pct,dscr_20pct,payoff_years_20pct,seller_note_amount,seller_note_monthly,seller_note_annual,cf_during_standby,cf_after_seller_financing,dscr_seller_financed,score,bucket,absentee,reasons,is_trades,years_in_business,is_franchise,reason_for_selling,sba_available,listing_agent,narrative,description,dim_ai_proof,dim_fun,dim_weather,dim_labor,dim_recurring,dim_absentee,dim_capital_light,dim_scalable,last_seen,is_active,source,has_pdf
58384,"20-Year-Old Metro Area Landscaping, Lawn Care, Irrigation, and Construction Company with Real Estate",https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58384,Service,Minnesota,875000.0,"$875,000",232320.0,2349645.0,21,87500.0,10406.87,124882.44,107437.56,1.2279,1.86,0.81,175000.0,9250.55,111006.6,121313.4,0.6932,2.09,1.44,87500.0,1691.62,20299.44,107437.56,87138.12,1.6,67,SHORTLIST,No,"decent CF $232,320; DSCR 2.09; CoC 69%; 21 employees; no heavy inventory; operationally simple; recurring revenue signal; durable industry; Twin Cities area",True,15+ years,No,Retirement,,Tom Boyd,"20-Year-Old Metro Area Landscaping, Lawn Care, Irrigation, and Construction Company with Real Estate (Service) in Minnesota is listed at $875,000 with $232,320 in annual cash flow (SDE) and $2,349,645 in gross revenue, 15+ years years in operation. What's attractive: cash flow of $232,320 is solid; DSCR of 2.09x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 69% at 20% down is excellent; recurring or contract revenue provides predictable cash flow; the service is considered recession-resistant. Watch-outs: team of 21 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Strong candidate (score 67/100). Worth requesting financials and scheduling a broker call.","This well-established full-service landscaping, irrigation, lawn care, and exterior construction company has served its regional market for nearly two decades. The business benefits from a diversified mix of design-build landscaping, irrigation installation and service, recurring lawn care programs, and a newer, high-growth exterior construction division. Operations are supported by experienced management, long-tenured crews, and modern estimating and scheduling systems. The company maintains a large active residential customer base of approximately 3,000 clients, generating repeat and referral-driven recurring revenue. Facilities include a 10,000 sq. ft. stand-alone building, providing ample capacity for equipment, fleet, and future expansion. The real estate was appraised at $1,150,000 in 2025 and there is approximately $760,000+ in fair market equipment value. Interested buyers should have a minimum of $300,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,2,1,3,3,1,3,3,2026-04-06T18:40:34.590572,True,sunbelt,False
58449,Commercial Refrigeration Contractor with Over $500K Cash Flow.,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58449,Service,Minnesota,1250000.0,"$1,250,000",513535.0,1590901.0,,125000.0,14866.96,178403.52,335131.48,2.6811,2.88,0.37,250000.0,13215.07,158580.84,354954.16,1.4198,3.24,0.7,125000.0,2416.6,28999.2,335131.48,306132.28,2.48,66,SHORTLIST,No,"strong CF $513,535; DSCR 3.24; CoC 142%; recurring revenue signal; durable industry; Twin Cities area",True,20+ years,No,Retirement,Yes,Lisa Meyer & Peggy DeMuse,"Commercial Refrigeration Contractor with Over $500K Cash Flow. (Service) in Minnesota is listed at $1,250,000 with $513,535 in annual cash flow (SDE) and $1,590,901 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $513,535 is strong and well above our preferred threshold; DSCR of 3.24x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 142% at 20% down is excellent; recurring or contract revenue provides predictable cash flow; the service is considered recession-resistant; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Strong candidate (score 66/100). Worth requesting financials and scheduling a broker call.","This long-established commercial refrigeration contractor serves a wide range of industrial and commercial customers throughout the Twin Cities Metro. The business specializes in cold storage design, equipment sales, installation, and ongoing service and repair, creating a balanced revenue mix of both large warehouse projects and smaller walk-in cooler and freezer installations, supported by recurring service income. Customers include food distribution and warehousing, beverage distribution, food manufacturing, breweries, restaurants, medical manufacturers, institutional food service, and food banks. Many clients operate aging refrigeration systems, driving ongoing demand for service, replacement, and upgrades. The company has built decades-long customer relationships and enjoys a strong regional reputation. Operations are owner-managed, and the business regularly turns away work due to limited manpower. A new owner could immediately grow revenue by adding technicians, expanding service contracts, and increasing marketing efforts. Interested buyers should have $154,800 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,3,3,3,3,1,1,1,2026-04-06T18:40:34.590587,True,sunbelt,False
58453,Premium West Metro Vape/CBD Retail,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58453,Retail,Minnesota,300000.0,"$300,000",143748.0,414677.0,7,30000.0,3568.07,42816.84,100931.16,3.3644,3.36,0.3,60000.0,3171.62,38059.44,105688.56,1.7615,3.78,0.57,30000.0,579.98,6959.76,100931.16,93971.4,2.89,50,REVIEW,No,"modest CF $143,748; DSCR 3.78; CoC 176%; 7 employees; no heavy inventory; operationally simple; Twin Cities area",False,15+ years,No,New Venture,Yes,Ryan Moen & Richard Jahnke,"Premium West Metro Vape/CBD Retail (Retail) in Minnesota is listed at $300,000 with $143,748 in annual cash flow (SDE) and $414,677 in gross revenue, 15+ years years in operation. What's attractive: cash flow of $143,748 meets our minimum threshold; DSCR of 3.78x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 176% at 20% down is excellent; small team of 7 keeps operations lean and manageable; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner. Bottom line: Decent opportunity (score 50/100) but not a clear standout. Dig into the financials before committing time.","Well-established Vape/CBD shop located in a high-traffic well-anchored center, offering a wide range of products and multiple revenue streams. The business operates with all required licenses and permits, including Vape, CBD/THC and features a website allowing customers to purchase without entering the store — a major competitive advantage. The store benefits from an established customer base, providing excellent stability and predictable revenue. The space is fully equipped, well-maintained, and includes premium fixtures and décor rarely found in similar businesses. This is a turnkey opportunity ideal for an owner-operator or investor looking for a stable retail business with growth potential. Interested buyers should have $100,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,3,3,2,1,1,2,3,2026-04-06T18:40:34.590601,True,sunbelt,False
58484,Spanish Immersion School in Minneapolis – St Paul metro area,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58484,Service,Minnesota,430000.0,"$430,000",160543.0,1221832.0,14,43000.0,5114.23,61370.76,99172.24,2.3063,2.62,0.43,86000.0,4545.99,54551.88,105991.12,1.2325,2.94,0.81,43000.0,831.31,9975.72,99172.24,89196.52,2.25,58,REVIEW,No,"decent CF $160,543; DSCR 2.94; CoC 123%; 14 employees; no heavy inventory; recurring revenue signal; Twin Cities area",False,5+ years,No,Relocation,Yes,Manuel Santana,"Spanish Immersion School in Minneapolis – St Paul metro area (Service) in Minnesota is listed at $430,000 with $160,543 in annual cash flow (SDE) and $1,221,832 in gross revenue, 5+ years years in operation. What's attractive: cash flow of $160,543 is solid; DSCR of 2.94x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 123% at 20% down is excellent; recurring or contract revenue provides predictable cash flow; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner. Bottom line: Decent opportunity (score 58/100) but not a clear standout. Dig into the financials before committing time.","This thriving Spanish immersion childcare center offers full-day programs for infants through pre-K. Operating Monday-Friday with recurring tuition revenue, it features small class sizes, qualified Spanish-speaking staff, and a loyal customer base built on word-of-mouth referrals. Proven Niche Demand: A high-growth Spanish immersion model taps into rising bilingual education trends, differentiating it from standard daycare providers. Stable Cash Flow: Recurring revenue from long-term enrollments (average of 4 years per family) ensures predictability and resilience in a recession. Expansion Potential: Opportunities in after-school programs, summer camps, marketing boosts, and facility optimization to increase capacity and revenue. Asset Sale includes inventory, brand assets, and customer database; training provided. Ideal for childcare enthusiasts seeking a community-focused business. Interested buyers should have approximately $46,600 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,3,2,2,3,1,1,1,2026-04-06T18:40:34.590616,True,sunbelt,False
58530,Large Full-Service Fitness Club with Strong Recurring Revenue,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58530,Service,Minnesota,250000.0,"$250,000",152035.0,1344024.0,27,25000.0,2973.39,35680.68,116354.32,4.6542,4.26,0.21,50000.0,2643.01,31716.12,120318.88,2.4064,4.79,0.42,25000.0,483.32,5799.84,116354.32,110554.48,3.67,54,REVIEW,No,"decent CF $152,035; DSCR 4.79; CoC 241%; 27 employees; no heavy inventory; recurring revenue signal; Twin Cities area",False,5+ years,No,Family Health,,Matt Schroder,"Large Full-Service Fitness Club with Strong Recurring Revenue (Service) in Minnesota is listed at $250,000 with $152,035 in annual cash flow (SDE) and $1,344,024 in gross revenue, 5+ years years in operation. What's attractive: cash flow of $152,035 is solid; DSCR of 4.79x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 241% at 20% down is excellent; recurring or contract revenue provides predictable cash flow. Watch-outs: team of 27 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner; reason for selling (Family Health) may indicate urgency — worth verifying business condition. Bottom line: Decent opportunity (score 54/100) but not a clear standout. Dig into the financials before committing time.","This opportunity features a large-format, full-service fitness club operating in a 52,000-square-foot facility within a high-traffic suburban retail center in the Twin Cities Metro. The business has built a strong and loyal membership base of approximately 3,000 active members, generating roughly $100,000 in recurring monthly revenue through a primarily membership-driven model. The club offers a comprehensive amenity package including a pool, sauna, group fitness studios, personal training, hydromassage, tanning, and extensive strength and cardio equipment. Significant capital investment has already been made in the facility, with replacement costs estimated well above the current asking price. The business needs an owner operator that has gym experience. Multiple growth opportunities exist without increasing fixed costs, including expanded personal training penetration, reduced member attrition, enhanced retail offerings, and additional wellness services. The established infrastructure, automated billing, and technology-enabled marketing systems position the business well for continued growth under new ownership. Interested buyers should have $250,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,3,3,2,3,1,2,1,2026-04-06T18:40:34.590631,True,sunbelt,False
58537,"55.12± Acres in Cannon Falls, MN – Path-of-Growth Development Land",https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58537,Real Estate,Minnesota,829900.0,"$829,900",,,,82990.0,9870.47,118445.64,,,,,165980.0,8773.75,105285.0,,,,,,,,,,,0,AUTO-REJECT,No,no cash flow data,False,20+ years,,,,Charles Isenmann / Jeff Mills / Tony Bodway,"55.12± Acres in Cannon Falls, MN – Path-of-Growth Development Land (Real Estate) in Minnesota is listed at $829,900, 20+ years years in operation. No standout strengths were identified from the available data. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; cash flow data is missing — cannot model returns without seller verification. Bottom line: Auto-rejected — does not meet baseline criteria.","A rare opportunity to acquire 55.12± contiguous acres within the city limits of Cannon Falls, Minnesota . The parcel is guided commercial/ag and is positioned adjacent to land associated with a proposed large-scale data center campus, near existing industrial-zoned property. Located along a key corridor between the Twin Cities and Rochester near Hwy 52 , this property offers strong potential for future commercial or light industrial use and is ideal for developers, investors, or strategic users seeking a land-banking opportunity in a growing SE Minnesota market. Offered at $829,900 (approximately $15,000 per acre ), priced below projected industrial land values in the immediate area. Interested buyers should have $829,900 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,1,2,1,1,1,2,2,2026-04-06T18:40:34.590642,True,sunbelt,False
58538,Neighborhood Favorite Bar & Restaurant with Real Estate Included – Northern Minnesota – Seller Financing,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58538,Restaurant & Bar,Minnesota,500000.0,"$500,000",144879.0,585953.0,6,50000.0,5946.78,71361.36,73517.64,1.4704,2.03,0.68,100000.0,5286.03,63432.36,81446.64,0.8145,2.28,1.23,50000.0,966.64,11599.68,73517.64,61917.96,1.75,50,REVIEW,No,"modest CF $144,879; DSCR 2.28; CoC 81%; 6 employees; no heavy inventory; operationally simple; Twin Cities area",False,20+ years,,Retirement,No,Nick Dunnom,"Neighborhood Favorite Bar & Restaurant with Real Estate Included – Northern Minnesota – Seller Financing (Restaurant & Bar) in Minnesota is listed at $500,000 with $144,879 in annual cash flow (SDE) and $585,953 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $144,879 meets our minimum threshold; DSCR of 2.28x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 81% at 20% down is excellent; small team of 6 keeps operations lean and manageable. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 50/100) but not a clear standout. Dig into the financials before committing time.","This long-standing bar and restaurant has been serving its community since 1962 and operates from a 4,448 square foot standalone facility in Northern Minnesota. The business features a full-service bar and a well-equipped commercial kitchen capable of supporting a diverse casual dining menu. With decades of brand recognition and limited direct competition in the immediate area, the business maintains a loyal customer base and steady revenue performance. The sale includes the real estate, offering both operational income and long-term asset value. The facility is fully outfitted with bar equipment, pizza oven, grill equipment, fryers, walk-in cooler, commercial refrigeration, prep stations, dining furniture, and service equipment—making this a true turnkey opportunity. The infrastructure is in place to continue operations without additional capital investment. Opportunities for growth include expanding the food menu, introducing live entertainment or themed events, increasing digital marketing efforts, offering catering or private event rentals, and extending hours during peak seasons. This opportunity is well suited for an owner-operator seeking strong cash flow and community presence in a stable small-market environment. Interested buyers should have $85,000 in available capital for the down payment. Sunbelt Listing ID: 58538 &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,3,3,1,2,1,1,3,2026-04-06T18:40:34.590657,True,sunbelt,False
58546,Established Bridal Boutique (40 Years) – Turnkey Opportunity in Northern MN,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58546,Retail,Minnesota,125000.0,"$125,000",47945.0,223685.0,,12500.0,1486.7,17840.4,30104.6,2.4084,2.69,0.42,25000.0,1321.51,15858.12,32086.88,1.2835,3.02,0.78,12500.0,241.66,2899.92,30104.6,27204.68,2.31,37,REVIEW,No,"low CF $47,945; DSCR 3.02; CoC 128%; no heavy inventory; operationally simple; Twin Cities area",False,20+ years,No,Retirement,,Nick Dunnom,"Established Bridal Boutique (40 Years) – Turnkey Opportunity in Northern MN (Retail) in Minnesota is listed at $125,000 with $47,945 in annual cash flow (SDE) and $223,685 in gross revenue, 20+ years years in operation. What's attractive: DSCR of 3.02x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 128% at 20% down is excellent. Watch-outs: only $32,087 remains after SBA debt at 20% down — limited owner salary buffer; no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Marginal fit (score 37/100). Proceed only if something specific about this deal appeals beyond the numbers.","Well-established bridal boutique serving the Grand Rapids area for approximately 40 years . The store specializes in wedding gowns, bridesmaid dresses, tuxedos, and bridal accessories, and benefits from strong regional demand with customers traveling from surrounding communities due to limited local competition. On a trailing twelve-month basis (2025 TTM), the business generated $223,685 in revenue and $47,945 in seller’s discretionary earnings (SDE) . The operation is appointment-driven with an established showroom and fitting experience, and the acquisition is positioned as turnkey with inventory included in the asking price (inventory/FF&E values to be confirmed). A standalone retail building of approximately 5,100 square feet is available for purchase separately. Interested buyers should have approximately $50,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,3,3,2,1,1,1,3,2026-04-06T18:40:34.590671,True,sunbelt,False
58560,Northern MN Optometric Clinic with Retail Eyewear,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58560,Medical/Optometry/Dental/Veterinary,Minnesota,450000.0,"$450,000",177618.0,616636.0,3,45000.0,5352.1,64225.2,113392.8,2.5198,2.77,0.4,90000.0,4757.43,57089.16,120528.84,1.3392,3.11,0.75,45000.0,869.98,10439.76,113392.8,102953.04,2.38,65,SHORTLIST,No,"decent CF $177,618; DSCR 3.11; CoC 134%; 3 employees; no heavy inventory; operationally simple; durable industry; Twin Cities area",False,20+ years,No,Retirement,Yes,Mike Minor,"Northern MN Optometric Clinic with Retail Eyewear (Medical/Optometry/Dental/Veterinary) in Minnesota is listed at $450,000 with $177,618 in annual cash flow (SDE) and $616,636 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $177,618 is solid; DSCR of 3.11x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 134% at 20% down is excellent; the medical/optometry/dental/veterinary is considered recession-resistant; small team of 3 keeps operations lean and manageable; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Strong candidate (score 65/100). Worth requesting financials and scheduling a broker call.","Well-established Northern MN optometric practice with a strong operating history and consistent cash flow. The business benefits from a loyal patient base, diversified revenue streams, and efficient clinical and administrative workflows. The practice is positioned in a stable market with favorable demographics and limited direct competition. Operations are supported by experienced staff and modern clinical infrastructure, enabling scalable growth with minimal operational disruption. Historical performance demonstrates steady revenue, healthy margins, and predictable demand driven by recurring patient visits. This opportunity is well-suited for an owner-operator seeking immediate income, a group expanding regional presence, or an investor looking for a stable healthcare asset with upside through expanded services, hours, or marketing optimization. Interested buyers should have $51,700 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,3,3,2,1,1,2,3,2026-04-06T18:40:34.590686,True,sunbelt,False
58562,Established Northern Minnesota Bicycle Retailer & Service Shop – Real Estate Available,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58562,Retail,Minnesota,173000.0,"$173,000",36856.0,290225.0,,17300.0,2057.59,24691.08,12164.92,0.7032,1.49,1.42,34600.0,1828.97,21947.64,14908.36,0.4309,1.68,2.32,17300.0,334.46,4013.52,12164.92,8151.4,1.28,34,SKIP,No,"low CF $36,856; DSCR 1.68; CoC 43%; no heavy inventory; Twin Cities area",False,20+ years,No,Retirement,,Nick Dunnom,"Established Northern Minnesota Bicycle Retailer & Service Shop – Real Estate Available (Retail) in Minnesota is listed at $173,000 with $36,856 in annual cash flow (SDE) and $290,225 in gross revenue, 20+ years years in operation. What's attractive: DSCR of 1.68x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 43% at 20% down is excellent. Watch-outs: only $14,908 remains after SBA debt at 20% down — limited owner salary buffer; no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Score of 34/100 — below review threshold. Pass unless there is a specific strategic reason to look closer.","Established in 1975, this well-known bicycle retailer and service shop has served the Northern Minnesota market for over five decades. Strategically located in a high-visibility area near popular cycling destinations, the business benefits from strong community recognition and a loyal, multi-generational customer base. Revenue is generated through new and used bicycle sales, professional repair and maintenance services, accessories, and apparel. The service department is a core strength, supported by experienced technicians, specialized tools, and complimentary certified bike fitting. Customers purchasing new bicycles receive a full year of service, reinforcing repeat business and long-term relationships. The business operates from a 3,750 square foot owner-occupied facility featuring showroom space, service bays, and inventory storage. With real estate available for purchase, seller financing offered, and retirement-driven ownership transition, this represents an excellent opportunity for an owner-operator or cycling enthusiast to continue a respected regional brand. Interested buyers should have $58,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,3,3,1,2,1,1,1,2026-04-06T18:40:34.590700,True,sunbelt,False
